,Tenure,MonthlyCharges,TotalCharges,Churn,Gender_Male,SeniorCitizen_Yes,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
5663,37,95.25,3314.15,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0
5664,10,84.6,865.55,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
5665,34,25.05,852.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5666,35,53.15,1930.9,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0
5667,4,20.15,91.4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5668,39,101.25,3949.15,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0
5669,43,100.55,4304.0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0
5670,17,24.1,409.9,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5671,61,25.3,1554.9,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5672,49,71.8,3472.05,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0
5673,4,19.7,117.8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5674,64,49.85,3210.35,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0
5675,3,69.6,207.4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5676,1,19.75,19.75,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5677,40,80.8,3132.75,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
5678,1,60.0,60.0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0
5679,8,86.55,649.65,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
5680,1,20.85,20.85,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
5681,34,64.2,2106.3,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
5682,1,35.0,35.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5683,39,50.75,2011.4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0
5684,58,105.5,6205.5,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0
5685,45,19.2,903.7,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
5686,6,85.15,503.6,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
5687,43,90.65,3882.3,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0
5688,41,20.0,879.8,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
5689,5,74.65,383.65,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
5690,72,61.2,4390.25,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0
5691,4,19.95,68.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5692,9,54.8,452.8,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
5693,72,73.45,5329.0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0
5694,33,51.45,1758.9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
5695,72,80.45,5737.6,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
5696,22,54.2,1152.7,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
5697,70,109.5,7674.55,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0
5698,21,104.4,2157.95,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
5699,15,85.3,1219.85,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
5700,29,79.3,2414.55,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
5701,15,76.5,1155.6,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
5702,71,105.1,7548.1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0
5703,72,25.4,1809.35,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5704,19,86.85,1564.4,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
5705,1,19.65,19.65,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5706,1,75.7,75.7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
5707,2,45.55,84.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5708,11,78.1,864.85,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0
5709,12,19.3,228.75,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5710,70,110.5,7752.05,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0
5711,20,90.8,1951.0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
5712,23,20.3,470.6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5713,49,81.35,4060.9,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0
5714,4,97.95,384.5,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0
5715,32,108.15,3432.9,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0
5716,2,55.3,108.65,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
5717,69,56.55,3952.65,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0
5718,6,80.5,463.05,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
5719,24,19.7,494.05,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
5720,32,104.05,3416.85,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0
5721,27,52.85,1498.65,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
5722,27,104.3,2867.75,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0
5723,58,80.65,4807.35,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5724,1,71.35,71.35,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5725,18,24.65,471.35,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
5726,47,21.3,1041.8,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
5727,70,110.2,7689.8,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0
5728,13,89.4,1132.35,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0
5729,36,51.05,1815.0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5730,67,19.8,1311.3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
5731,10,19.9,199.45,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
5732,19,87.3,1637.3,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
5733,71,19.85,1326.35,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5734,72,89.4,6376.55,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1
5735,48,20.0,935.9,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5736,1,20.05,20.05,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5737,18,83.25,1611.15,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0
5738,1,20.6,20.6,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5739,67,102.9,6989.7,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0
5740,69,39.1,2779.5,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
5741,19,99.95,1931.75,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0
5742,72,114.5,8331.95,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1
5743,38,20.2,735.9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5744,40,55.8,2283.3,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5745,61,24.2,1445.2,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
5746,10,81.0,818.05,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
5747,32,72.8,2333.05,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0
5748,21,99.85,1992.55,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0
5749,59,99.5,5890.0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0
5750,13,70.15,916.75,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
5751,47,20.25,1029.8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
5752,69,26.0,1796.55,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
5753,2,19.9,33.7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
5754,22,19.05,454.05,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5755,15,96.5,1392.25,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0
5756,53,19.85,1049.6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
5757,28,25.7,734.6,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5758,22,20.3,475.1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5759,1,70.15,70.15,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5760,16,91.55,1540.05,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
5761,48,39.4,1978.65,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
5762,30,105.7,3181.8,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
5763,3,70.25,229.7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
5764,57,93.75,5625.55,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0
5765,68,96.55,6581.9,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0
5766,23,60.0,1347.15,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
5767,65,59.8,3808.2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0
5768,44,90.65,3974.15,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0
5769,71,109.0,7661.8,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0
5770,37,68.1,2479.25,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0
5771,12,20.4,266.6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5772,69,81.95,5601.4,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0
5773,35,60.55,1982.6,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
5774,5,65.6,339.9,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
5775,58,82.5,4828.05,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
5776,72,82.3,5980.55,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0
5777,72,68.15,4808.7,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1
5778,1,20.3,20.3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5779,39,95.55,3692.85,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0
5780,53,20.2,1068.15,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
5781,27,89.2,2383.6,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
5782,1,69.65,69.65,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
5783,1,89.3,89.3,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
5784,18,74.8,1438.05,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
5785,46,20.2,917.45,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
5786,72,84.4,6096.45,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
5787,36,87.55,3078.1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
5788,4,25.15,99.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5789,25,19.8,475.2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
5790,40,50.85,2036.55,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0
5791,63,102.4,6444.05,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0
5792,15,96.3,1426.75,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1
5793,14,55.5,767.55,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
5794,72,109.75,7932.5,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0
5795,39,106.4,4040.65,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0
5796,47,60.0,2768.65,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0
5797,19,88.8,1672.35,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0
5798,5,85.2,474.8,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
5799,13,35.1,446.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
5800,17,80.05,1345.65,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5801,34,75.55,2425.4,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
5802,42,49.55,2077.95,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
5803,5,81.3,416.3,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
5804,71,23.9,1663.5,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
5805,19,66.4,1286.05,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
5806,2,19.6,35.85,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
5807,57,18.8,1094.35,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
5808,72,108.4,7719.5,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0
5809,6,85.95,514.6,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
5810,17,85.45,1451.6,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
5811,61,80.9,4932.5,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0
5812,1,71.0,71.0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
5813,48,111.8,5443.65,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0
5814,16,20.6,330.25,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
5815,9,85.05,746.5,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
5816,3,44.6,122.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5817,1,44.4,44.4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5818,65,105.1,6631.85,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0
5819,70,115.15,8250.0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
5820,60,59.8,3561.15,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
5821,69,26.3,1763.55,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
5822,35,70.55,2419.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5823,22,20.05,470.2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
5824,66,79.85,5234.95,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0
5825,1,70.3,70.3,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
5826,1,79.35,79.35,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
5827,34,90.05,3097.0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0
5828,72,24.45,1709.1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5829,31,59.95,1848.8,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0
5830,30,25.35,723.3,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5831,9,90.8,809.75,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
5832,20,70.45,1470.95,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
5833,19,34.3,577.15,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
5834,65,105.05,6914.95,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0
5835,30,19.3,602.9,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5836,6,19.15,124.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5837,2,51.4,96.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
5838,53,71.85,3827.9,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
5839,7,75.4,533.05,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
5840,61,49.7,2961.4,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
5841,70,45.25,3264.45,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0
5842,13,78.75,995.35,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
5843,35,81.6,2815.25,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
5844,2,70.4,154.8,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5845,3,75.8,246.3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
5846,3,76.1,257.6,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5847,62,94.0,5757.2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0
5848,72,103.95,7517.7,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0
5849,63,19.95,1234.8,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
5850,20,71.3,1389.2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5851,35,110.8,3836.3,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0
5852,21,69.1,1474.75,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
5853,62,96.1,6001.45,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0
5854,15,48.8,720.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5855,55,50.55,2832.75,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
5856,11,44.65,472.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5857,17,88.25,1460.65,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
5858,61,19.45,1336.35,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5859,71,89.3,6388.65,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0
5860,2,70.0,153.05,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5861,35,19.25,677.9,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5862,17,70.5,1165.6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5863,21,97.35,2119.5,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0
5864,47,19.65,921.55,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5865,3,20.85,72.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5866,3,19.65,68.35,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
5867,44,19.35,847.25,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
5868,1,44.0,44.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5869,44,94.4,4295.35,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0
5870,5,25.9,135.0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5871,24,55.65,1400.55,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5872,1,69.65,69.65,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
5873,18,75.4,1380.4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
5874,10,100.6,1060.2,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0
5875,65,71.0,4386.2,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
5876,1,86.0,86.0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
5877,53,106.95,5785.5,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0
5878,3,21.2,52.05,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5879,33,61.05,2018.4,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1
5880,3,29.6,79.45,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
5881,34,79.95,2727.3,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0
5882,14,19.7,263.65,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
5883,13,20.3,275.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
5884,46,59.9,2816.65,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0
5885,23,24.35,538.5,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5886,47,19.75,948.9,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5887,17,50.3,846.8,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5888,49,95.6,4783.5,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0
5889,59,50.25,2997.45,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0
5890,69,85.35,5897.4,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
5891,11,41.6,470.6,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
5892,10,51.65,524.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5893,12,24.0,269.65,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
5894,45,100.85,4740.0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0
5895,39,59.85,2341.5,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
5896,71,25.45,1789.65,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
5897,71,23.9,1626.4,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
5898,33,24.15,800.3,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
5899,67,75.7,5060.85,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5900,37,40.2,1448.8,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
5901,49,84.5,4254.85,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5902,9,50.85,466.6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5903,52,91.6,4627.8,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0
5904,70,98.9,6838.6,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0
5905,1,85.0,85.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
5906,14,78.95,1101.85,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
5907,1,44.3,44.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5908,1,20.2,20.2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5909,52,80.2,4297.6,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1
